"assetId","Bildnutzung","name","file","Copyright","Freigabe Social Media","CC-Lizenz","CC-Urheber","CC-Rechteinhaber","Bildunterschrift","Bildunterschrift (Englisch)","Schlagwörter","Schlagwörter (Englisch)","Region","Ort","Druckbreite_cm","fileType","fileSize","ALT-Beschreibung"
"86656","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","558_Mittenwald_Gamsbartmacher","558_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","9028925",""
"86657","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","549_Mittenwald_Gamsbartmacher","549_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","5953350",""
"86658","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","559_Mittenwald_Gamsbartmacher","559_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8071772",""
"86659","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","571_Mittenwald_Gamsbartmacher","571_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","6860080",""
"86660","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","575_Mittenwald_Gamsbartmacher","575_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","7708454",""
"86661","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","573_Mittenwald_Gamsbartmacher","573_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","8708237",""
"86662","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","580_Mittenwald_Gamsbartmacher","580_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9536903",""
"86663","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","588_Mittenwald_Gamsbartmacher","588_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8606866",""
"86664","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","590_Mittenwald_Gamsbartmacher","590_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","9651063",""
"86665","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","592_Mittenwald_Gamsbartmacher","592_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9486075",""
"86666","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","594_Mittenwald_Gamsbartmacher","594_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9378698",""
"86667","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","563_Mittenwald_Gamsbartmacher","563_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8615543",""
"86668","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","601_Mittenwald_Gamsbartmacher","601_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","7628523",""
"86669","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","603_Mittenwald_Gamsbartmacher","603_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","9212971",""
"86670","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","607_Mittenwald_Gamsbartmacher","607_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8902907",""
"86671","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","608_Mittenwald_Gamsbartmacher","608_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8382537",""
"86672","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","616_Mittenwald_Gamsbartmacher","616_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","7122686",""
"86673","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","585_Mittenwald_Gamsbartmacher","585_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","7874232",""
"86674","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","622_Mittenwald_Gamsbartmacher","622_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","7790835",""
"86675","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","612_Mittenwald_Gamsbartmacher","612_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8478135",""
"86676","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","618_Mittenwald_Gamsbartmacher","618_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","7843305",""
"86677","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","632_Mittenwald_Gamsbartmacher","632_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","12025476",""
"86678","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","629_Mittenwald_Gamsbartmacher","629_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","9449274",""
"86679","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","634_Mittenwald_Gamsbartmacher","634_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","13399259",""
"86680","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","638_Mittenwald_Gamsbartmacher","638_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","12044716",""
"86681","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","626_Mittenwald_Gamsbartmacher","626_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","11510985",""
"86682","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","643_Mittenwald_Gamsbartmacher","643_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","11829802",""
"86683","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","636_Mittenwald_Gamsbartmacher","636_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8478328",""
"86684","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","645_Mittenwald_Gamsbartmacher","645_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","6433771",""
"86685","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","641_Mittenwald_Gamsbartmacher","641_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","11025508",""
"86686","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","655_Mittenwald_Gamsbartmacher","655_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9651863",""
"86687","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","656_Mittenwald_Gamsbartmacher","656_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","8855744",""
"86688","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","663_Mittenwald_Gamsbartmacher","663_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","11355792",""
"86689","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","647_Mittenwald_Gamsbartmacher","647_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","12091149",""
"86690","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","668_Mittenwald_Gamsbartmacher","668_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9455286",""
"86691","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","660_Mittenwald_Gamsbartmacher","660_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","10775737",""
"86692","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","674_Mittenwald_Gamsbartmacher","674_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","7580100",""
"86693","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","678_Mittenwald_Gamsbartmacher","678_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","11171907",""
"86694","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","687_Mittenwald_Gamsbartmacher","687_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","45,99 cm","jpg","8137213",""
"86695","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","681_Mittenwald_Gamsbartmacher","681_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","8735814",""
"86696","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","697_Mittenwald_Gamsbartmacher","697_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","11953484",""
"86697","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","701_Mittenwald_Gamsbartmacher","701_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","30,89 cm","jpg","9430348",""
"86698","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","667_Mittenwald_Gamsbartmacher","667_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","31,7 cm","jpg","11546874",""
"86700","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","691_Mittenwald_Gamsbartmacher","691_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","45,99 cm","jpg","7776499",""
"86707","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","704_Mittenwald_Gamsbartmacher","704_Mittenwald_Gamsbartmacher.jpg","erlebe.bayern - Bernhard Huber","JA","","","","","","Stadt Mittenwald","","Oberbayern","","47,55 cm","jpg","9815485",""
"86997","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","058__8904466","058__8904466.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","43,46 cm","jpg","18861277",""
"86998","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","057__8904460","057__8904460.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","69,9 cm","jpg","26184381",""
"87001","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","064__8904305","064__8904305.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","66,78 cm","jpg","18640983",""
"87002","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","061__8904551","061__8904551.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","46,6 cm","jpg","30002797",""
"87006","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","066__8904743","066__8904743.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","65,2 cm","jpg","18941784",""
"87013","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","074__8905208","074__8905208.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","54,88 cm","jpg","13778795",""
"87014","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","075__8904966","075__8904966.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","65,94 cm","jpg","22865885",""
"87015","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","077__8904976","077__8904976.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","51,37 cm","jpg","11131682",""
"87017","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","078__8904958","078__8904958.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","57,6 cm","jpg","15671371",""
"87018","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","080_DJI_0732","080_DJI_0732.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","44,58 cm","jpg","9180137",""
"87019","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","079__8904954","079__8904954.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","69,9 cm","jpg","21587822",""
"87020","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","081_DJI_0734","081_DJI_0734.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","43,44 cm","jpg","8890475",""
"87022","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","085__8905347","085__8905347.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","45,99 cm","jpg","13337651",""
"87028","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","093__8905310","093__8905310.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","46,6 cm","jpg","23340469",""
"87049","🟩 Open Data Bilder, Bildnutzung nach CC-Lizenz","012__8903056","012__8903056.jpg","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/;Peter von Felbert;Bayern Tourismus Marketing GmbH; ","JA","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/","Peter von Felbert","Bayern Tourismus Marketing GmbH","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","69,9 cm","jpg","21413846","Ein großes Holz-Kreuz steht auf einem Felsen, umgeben von steinigen Untergrund und sanften grünen Hügeln. Im Hintergrund erhebt sich ein markanter, steiler Felsen, umgeben von Nadelbäumen. Der Himmel ist klar und bläulich, was eine ruhige und friedliche Atmosphäre schafft."
